timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 01:59:18,0,79,0.8169000000000001,0.9671116035973532,1.0,0.8169000000000001,0.9671116035973532,1.0
