timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 03:25:29,5,79,0.8169000000000001,0.9671116035973532,1.0,0.6815,0.9523329961793975,1.0,0.8128,0.976701028448906,1.0,0.8278000000000001,0.9864332964935562,1.0,0.9525999999999999,0.9092638762160993,1.0,0.7351000000000001,0.9704376406007122,1.0,0.80445,0.9603800735893374,1.0
