timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 12:39:59,0,79,0.8901000000000001,0.8595837153514576,1.0,0.8901000000000001,0.8595837153514576,1.0
