Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9800,1.0000,0.6683
1,cable,100.00,0.5772,0.5696,0.6621,0.0349
2,capsule,100.00,0.4878,0.4347,0.8328,0.0084
3,carpet,100.00,0.4330,0.7376,0.7484,0.0501
4,grid,100.00,0.7519,0.8532,0.9118,0.0811
5,hazelnut,100.00,0.6186,0.5860,0.7622,0.0323
6,leather,100.00,0.4647,0.7032,0.7446,0.0219
7,metal_nut,100.00,0.5318,0.6279,0.8536,0.1535
8,pill,100.00,0.3666,0.4916,0.8034,0.0330
9,screw,100.00,0.4776,0.1407,0.7020,0.0014
10,tile,100.00,0.4892,0.6164,0.7289,0.1294
11,toothbrush,100.00,0.5889,0.3660,0.8017,0.0108
12,transistor,100.00,0.6596,0.6725,0.6629,0.1157
13,wood,100.00,0.5561,0.4898,0.8352,0.0507
14,zipper,100.00,0.8361,0.4870,0.9562,0.0222
Mean,Overall,100.00,0.5893*,0.5837*,0.8004*,0.0942*
