timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 03:07:03,5,59,1.0,0.9800293476744094,1.0,0.5772113943028485,0.569623074091419,1.0,0.4878340646190666,0.4346614928224428,1.0,0.4329855537720707,0.7375504408999703,1.0,0.7518796992481203,0.8531807329003054,1.0,0.6185714285714287,0.5860062639065236,1.0,0.6447470234189224,0.693508558715845,1.0
