Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.9043,0.8852,0.9238,0.0601
1,capsules,100.00,0.8767,0.9590,0.9310,0.2922
2,cashew,100.00,0.9764,0.9809,0.9874,0.7041
3,chewinggum,99.33,0.9264,0.9413,0.9675,0.1121
4,fryum,100.00,0.9356,0.9348,0.9687,0.3015
5,macaroni1,100.00,0.8650,0.9057,0.8491,0.0266
6,macaroni2,100.00,0.6661,0.7809,0.6189,0.0057
7,pcb1,100.00,0.9521,0.9830,0.9432,0.5773
8,pcb2,100.00,0.9108,0.9578,0.9088,0.1084
9,pcb3,100.00,0.8583,0.9371,0.8637,0.1790
10,pcb4,100.00,0.9682,0.9351,0.9526,0.1769
11,pipe_fryum,98.67,0.9512,0.9835,0.9756,0.3294
Mean,Overall,99.83,0.8993*,0.9320*,0.9075*,0.2394*
