timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-03 04:00:36,3,59,1.0,0.9799670040421485,1.0,0.9878185907046476,0.975987095534212,1.0,0.963302752293578,0.9860826661717242,1.0,0.9943820224719101,0.987926486464196,1.0,0.986375841367534,0.9824908130530702,1.0
