Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9800,1.0000,0.6378
1,cable,100.00,0.9878,0.9760,0.9938,0.6450
2,capsule,100.00,0.9633,0.9861,0.9913,0.3735
3,carpet,100.00,0.9944,0.9879,0.9984,0.5574
4,grid,100.00,0.9900,0.9750,0.9966,0.2276
5,hazelnut,100.00,0.9993,0.9863,0.9996,0.5522
6,leather,100.00,1.0000,0.9909,1.0000,0.3715
7,metal_nut,100.00,1.0000,0.9747,1.0000,0.7745
8,pill,100.00,0.9894,0.9896,0.9982,0.8088
9,screw,100.00,0.9180,0.9824,0.9681,0.2163
10,tile,100.00,1.0000,0.9619,1.0000,0.6367
11,toothbrush,100.00,0.9111,0.9846,0.9603,0.5440
12,transistor,100.00,0.9996,0.9626,0.9994,0.6496
13,wood,100.00,0.9868,0.9373,0.9958,0.4326
14,zipper,100.00,0.9932,0.9765,0.9983,0.3641
Mean,Overall,100.00,0.9822*,0.9768*,0.9933*,0.5194*
