metric,value
experiment_name,Version5.5-Dir1+Dir3-Combined
strategy,MoLE-Flow
final_average_img_auc,0.7522775692968673
final_average_pixel_auc,0.9057378217378147
final_average_img_ap,0.8505800869596694
final_average_pixel_ap,0.19710051925423175
total_classes,4
total_tasks,4
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,1.0
leather_pixel_auc,0.976625897741179
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.1760626131903503
grid_img_auc,0.8437761069340017
grid_pixel_auc,0.8837063441777137
grid_img_ap,0.9355529852607822
grid_pixel_ap,0.13853519663587854
transistor_img_auc,0.7679166666666667
transistor_pixel_auc,0.8900312730794661
transistor_img_ap,0.7272745055800133
transistor_pixel_ap,0.4532958074746787
screw_img_auc,0.39741750358680056
screw_pixel_auc,0.8725877719529
screw_img_ap,0.7394928569978816
screw_pixel_ap,0.020508459716019493
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
oracle_mean_img_auc,0.7522775692968673
oracle_mean_pixel_auc,0.9057378217378147
