Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9647,1.0000,0.4557
1,cable,100.00,0.9936,0.9763,0.9964,0.6474
2,capsule,100.00,0.9537,0.9845,0.9894,0.3273
3,carpet,100.00,0.9880,0.9805,0.9965,0.3781
4,grid,100.00,0.9900,0.9754,0.9968,0.1941
5,hazelnut,100.00,1.0000,0.9846,1.0000,0.4982
6,leather,100.00,1.0000,0.9808,1.0000,0.2122
7,metal_nut,100.00,1.0000,0.9827,1.0000,0.8474
8,pill,100.00,0.9839,0.9885,0.9972,0.7963
9,screw,100.00,0.9252,0.9849,0.9709,0.2063
10,tile,100.00,1.0000,0.9566,1.0000,0.6538
11,toothbrush,100.00,0.9139,0.9809,0.9618,0.4060
12,transistor,100.00,1.0000,0.9660,1.0000,0.6413
13,wood,100.00,0.9904,0.9242,0.9971,0.3419
14,zipper,100.00,0.9913,0.9739,0.9977,0.3027
Mean,Overall,100.00,0.9820*,0.9736*,0.9936*,0.4606*
