timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-02 01:42:28,12,59,1.0,0.9647159064059985,1.0,0.9936281859070465,0.976261422190927,1.0,0.9537295572397289,0.9845391736491735,1.0,0.9879614767255216,0.980454326388329,1.0,0.9899749373433584,0.9753806852908345,1.0,1.0,0.984555982918002,1.0,1.0,0.9808240927663148,1.0,1.0,0.9826834969688724,1.0,0.9839061647572285,0.9884718476849431,1.0,0.9251895880303341,0.984916060703577,1.0,1.0,0.9566419592754161,1.0,0.9138888888888889,0.9808857600125568,1.0,1.0,0.9659724925704253,1.0,0.9806368306840082,0.977407938986567,1.0
