Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9824,1.0000,0.7170
1,cable,100.00,0.9801,0.9723,0.9898,0.6351
2,capsule,100.00,0.9501,0.9871,0.9885,0.3953
3,carpet,100.00,0.9960,0.9895,0.9988,0.6233
4,grid,100.00,0.9908,0.9729,0.9969,0.2557
5,hazelnut,100.00,0.9989,0.9873,0.9994,0.5802
6,leather,100.00,1.0000,0.9930,1.0000,0.4266
7,metal_nut,100.00,1.0000,0.9700,1.0000,0.7985
8,pill,100.00,0.9861,0.9894,0.9977,0.8051
9,screw,100.00,0.9238,0.9812,0.9719,0.2272
10,tile,100.00,1.0000,0.9683,1.0000,0.7215
11,toothbrush,100.00,0.9139,0.9847,0.9641,0.5434
12,transistor,100.00,0.9929,0.9570,0.9886,0.6362
13,wood,100.00,0.9719,0.9417,0.9901,0.4811
14,zipper,100.00,0.9853,0.9750,0.9959,0.3713
Mean,Overall,100.00,0.9793*,0.9768*,0.9921*,0.5478*
