Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9838,1.0000,0.7456
1,cable,100.00,0.9856,0.9722,0.9929,0.6074
2,capsule,100.00,0.9513,0.9866,0.9886,0.3807
3,carpet,100.00,0.9960,0.9897,0.9988,0.6245
4,grid,100.00,0.9883,0.9768,0.9958,0.2625
5,hazelnut,100.00,1.0000,0.9865,1.0000,0.5808
6,leather,100.00,1.0000,0.9938,1.0000,0.4695
7,metal_nut,100.00,1.0000,0.9704,1.0000,0.7608
8,pill,100.00,0.9883,0.9898,0.9981,0.8193
9,screw,100.00,0.9057,0.9764,0.9630,0.2365
10,tile,100.00,1.0000,0.9691,1.0000,0.7176
11,toothbrush,100.00,0.9139,0.9845,0.9629,0.5661
12,transistor,100.00,0.9954,0.9672,0.9925,0.6497
13,wood,100.00,0.9816,0.9399,0.9941,0.4592
14,zipper,100.00,0.9919,0.9741,0.9979,0.3579
Mean,Overall,100.00,0.9799*,0.9774*,0.9923*,0.5492*
