metric,value
experiment_name,Version3-MSContext_only
strategy,MoLE-Flow
final_average_img_auc,0.43227773161769156
final_average_pixel_auc,0.40663528339771543
final_average_img_ap,0.6353478966174184
final_average_pixel_ap,0.07843030158910906
total_classes,3
total_tasks,3
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
leather_img_auc,0.15183423913043478
leather_pixel_auc,0.05577872710453216
leather_img_ap,0.5915964843539612
leather_pixel_ap,0.0033063276520594576
grid_img_auc,0.4995822890559733
grid_pixel_auc,0.3146468268304535
grid_img_ap,0.7216300046465611
grid_pixel_ap,0.004526027102071458
transistor_img_auc,0.6454166666666666
transistor_pixel_auc,0.8494802962581607
transistor_img_ap,0.592817200851733
transistor_pixel_ap,0.22745855001319626
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
oracle_mean_img_auc,0.43227773161769156
oracle_mean_pixel_auc,0.40663528339771543
