Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,0.1518,0.0558,0.5916,0.0033
1,grid,100.00,0.4996,0.3146,0.7216,0.0045
2,transistor,100.00,0.6454,0.8495,0.5928,0.2275
Mean,Overall,100.00,0.4323*,0.4066*,0.6353*,0.0784*
