Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9814,1.0000,0.7330
1,cable,100.00,0.8488,0.8513,0.9132,0.3110
2,capsule,100.00,0.9178,0.9831,0.9805,0.4238
3,carpet,100.00,0.9402,0.9880,0.9825,0.5623
4,grid,100.00,0.6274,0.9153,0.8542,0.1885
5,hazelnut,100.00,0.9868,0.9835,0.9923,0.5645
6,leather,100.00,0.9993,0.9917,0.9998,0.3793
7,metal_nut,100.00,0.9995,0.8799,0.9999,0.5650
8,pill,100.00,0.9738,0.9805,0.9955,0.6660
9,screw,100.00,0.7774,0.9643,0.8985,0.1819
10,tile,100.00,0.9614,0.9492,0.9869,0.5127
11,toothbrush,100.00,0.8528,0.9747,0.9324,0.3662
12,transistor,100.00,0.8650,0.7499,0.8163,0.4250
13,wood,100.00,0.9254,0.9259,0.9676,0.4376
14,zipper,100.00,0.9596,0.9675,0.9872,0.3323
Mean,Overall,100.00,0.9090*,0.9391*,0.9538*,0.4433*
