metric,value
experiment_name,SpatialCtxK-7
strategy,MoLE-Flow
final_average_img_auc,0.9090148694670696
final_average_pixel_auc,0.9390778243078407
final_average_img_ap,0.9537917218569502
final_average_pixel_ap,0.44327444318576364
total_classes,15
total_tasks,15
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
bottle_img_auc,1.0
bottle_pixel_auc,0.9814478114052283
bottle_img_ap,0.9999999999999998
bottle_pixel_ap,0.7329718324936251
cable_img_auc,0.8487631184407796
cable_pixel_auc,0.8512701234787788
cable_img_ap,0.9132449164176751
cable_pixel_ap,0.31104109701827864
capsule_img_auc,0.9178300757877942
capsule_pixel_auc,0.9831381271193183
capsule_img_ap,0.9805322754716282
capsule_pixel_ap,0.42382241981167745
carpet_img_auc,0.9402086677367576
carpet_pixel_auc,0.9880308168414051
carpet_img_ap,0.9824649187851432
carpet_pixel_ap,0.5622805067921475
grid_img_auc,0.6274018379281536
grid_pixel_auc,0.9152886700502513
grid_img_ap,0.8542238691528288
grid_pixel_ap,0.18852973665752765
hazelnut_img_auc,0.9867857142857143
hazelnut_pixel_auc,0.9834544121352249
hazelnut_img_ap,0.9923311955852916
hazelnut_pixel_ap,0.5645390014609475
leather_img_auc,0.9993206521739131
leather_pixel_auc,0.9916690121145039
leather_img_ap,0.9997687326549493
leather_pixel_ap,0.37926610481857914
metal_nut_img_auc,0.9995112414467253
metal_nut_pixel_auc,0.8799000544632457
metal_nut_img_ap,0.9998856097002974
metal_nut_pixel_ap,0.5649659354509484
pill_img_auc,0.9738134206219312
pill_pixel_auc,0.9804586767228826
pill_img_ap,0.9954862501558488
pill_pixel_ap,0.6660052852040038
screw_img_auc,0.7774134043861447
screw_pixel_auc,0.9643043424354708
screw_img_ap,0.8984884926533536
screw_pixel_ap,0.18188983733673408
tile_img_auc,0.9613997113997115
tile_pixel_auc,0.9491846484454564
tile_img_ap,0.9869169523249396
tile_pixel_ap,0.5127465217688542
toothbrush_img_auc,0.8527777777777779
toothbrush_pixel_auc,0.9746653691232905
toothbrush_img_ap,0.932447642445398
toothbrush_pixel_ap,0.3661598899459574
transistor_img_auc,0.865
transistor_pixel_auc,0.749934601440766
transistor_img_ap,0.816274975786712
transistor_pixel_ap,0.4249670598326142
wood_img_auc,0.9254385964912281
wood_pixel_auc,0.9258781970428287
wood_img_ap,0.9675606993758795
wood_pixel_ap,0.43763020595431007
zipper_img_auc,0.9595588235294118
zipper_pixel_auc,0.9675425017989601
zipper_img_ap,0.987249297344309
zipper_pixel_ap,0.33230121324024925
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
task_4_routing_accuracy,1.0
task_5_routing_accuracy,1.0
task_6_routing_accuracy,1.0
task_7_routing_accuracy,1.0
task_8_routing_accuracy,1.0
task_9_routing_accuracy,1.0
task_10_routing_accuracy,1.0
task_11_routing_accuracy,1.0
task_12_routing_accuracy,1.0
task_13_routing_accuracy,1.0
task_14_routing_accuracy,1.0
oracle_mean_img_auc,0.9090148694670696
oracle_mean_pixel_auc,0.9390778243078407
