timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 10:35:02,9,59,1.0,0.9834026692111081,1.0,0.9919415292353823,0.9805228678183446,1.0,0.9720781810929399,0.98592008461687,1.0,0.9951845906902087,0.9870579830625245,1.0,0.9883040935672514,0.9760770012001173,1.0,0.9992857142857142,0.9851242126437174,1.0,1.0,0.9923338708657228,1.0,1.0,0.973214747854718,1.0,0.9907255864702673,0.9882990009915972,1.0,0.9071531051444969,0.9822508943769834,1.0,0.9844672800486259,0.9834203332641703,1.0
