timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 06:36:16,1,39,0.4415760869565218,0.5000923841521714,1.0,0.7986633249791144,0.9524305230982847,1.0,0.6201197059678181,0.7262614536252281,1.0
