Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8439,0.9858,0.8327,0.1514
1,capsules,100.00,0.7070,0.9447,0.8096,0.2250
2,cashew,100.00,0.8452,0.9774,0.9244,0.4488
3,chewinggum,100.00,0.9536,0.9862,0.9793,0.2949
4,fryum,100.00,0.9502,0.9458,0.9769,0.4245
5,macaroni1,100.00,0.7569,0.9626,0.7688,0.0616
6,macaroni2,100.00,0.6813,0.9518,0.6536,0.0080
7,pcb1,100.00,0.8394,0.9884,0.8289,0.5800
8,pcb2,100.00,0.7790,0.9452,0.7948,0.0915
9,pcb3,100.00,0.7818,0.9775,0.8097,0.2529
10,pcb4,100.00,0.9584,0.9724,0.9259,0.2562
11,pipe_fryum,100.00,0.9542,0.9863,0.9758,0.5055
Mean,Overall,100.00,0.8376*,0.9687*,0.8567*,0.2750*
