timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 08:26:26,8,79,0.8439,0.9858130027840754,1.0,0.707,0.9447056200008234,1.0,0.8452000000000001,0.9774159845259105,1.0,0.9535999999999999,0.9861956571569204,1.0,0.9502,0.9457823730887056,1.0,0.7569,0.9625683633371427,1.0,0.6813,0.9518223532013583,1.0,0.8394,0.9884221562696393,1.0,0.7789999999999999,0.9451822925182692,1.0,0.8173888888888889,0.9653230892092051,1.0
