timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 21:59:26,0,59,1.0,0.9677742877470695,1.0,1.0,0.9677742877470695,1.0
