timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-01 22:56:00,9,59,1.0,0.9677742877470695,1.0,0.9885682158920539,0.9752033820534399,1.0,0.9553250897487037,0.985005232271553,1.0,0.9823434991974318,0.9820688130668874,1.0,0.9891395154553049,0.9763176786371385,1.0,1.0,0.9858716288535606,1.0,1.0,0.9822993977757153,1.0,1.0,0.9857827231000086,1.0,0.98063284233497,0.9889522754909051,1.0,0.893010862881738,0.9807718717232738,1.0,0.9789020025510202,0.9810047290719552,1.0
