Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9678,1.0000,0.4778
1,cable,100.00,0.9886,0.9752,0.9940,0.6531
2,capsule,100.00,0.9553,0.9850,0.9897,0.3362
3,carpet,100.00,0.9823,0.9821,0.9949,0.4643
4,grid,100.00,0.9891,0.9763,0.9964,0.2199
5,hazelnut,100.00,1.0000,0.9859,1.0000,0.5556
6,leather,100.00,1.0000,0.9823,1.0000,0.2386
7,metal_nut,100.00,1.0000,0.9858,1.0000,0.8817
8,pill,100.00,0.9806,0.9890,0.9967,0.8161
9,screw,100.00,0.8930,0.9808,0.9599,0.2049
10,tile,100.00,1.0000,0.9594,1.0000,0.6549
11,toothbrush,100.00,0.9111,0.9823,0.9605,0.4713
12,transistor,100.00,1.0000,0.9720,1.0000,0.6845
13,wood,100.00,0.9904,0.9205,0.9971,0.3425
14,zipper,100.00,0.9895,0.9747,0.9973,0.3033
Mean,Overall,100.00,0.9787*,0.9746*,0.9924*,0.4870*
