timestamp,task_id,epoch,bracket_black_img_auc,bracket_black_pixel_auc,bracket_black_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 00:49:37,0,59,0.6316489361702128,0.9017751042126501,1.0,0.6316489361702128,0.9017751042126501,1.0
