Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bracket_black,100.00,0.6316,0.9018,0.7401,0.0105
1,bracket_brown,100.00,0.8235,0.9422,0.8678,0.0581
2,bracket_white,100.00,0.7900,0.8884,0.8437,0.0014
3,connector,100.00,0.9500,0.8634,0.9013,0.0238
4,metal_plate,100.00,0.9502,0.9623,0.9819,0.7740
5,tubes,100.00,0.7740,0.8966,0.9031,0.2297
Mean,Overall,100.00,0.8199*,0.9091*,0.8730*,0.1829*
