timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 07:11:59,13,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,0.8558162267839686,0.8526876004248902,1.0,0.12338593974175037,0.4881948082753142,1.0,0.9052631578947369,0.853800460803721,1.0,0.9938672438672439,0.7850311640635329,0.8632478632478633,0.7120063821300359,0.9013830170574373,1.0,0.6448445171849427,0.8961589828075395,0.9820359281437125,0.799287856071964,0.831531489666944,0.9933333333333333,0.7626772505740133,0.8231000691068336,0.9765678898613032
