timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 06:56:39,6,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,0.806144312051649,0.8449447777708992,0.9761904761904762
