timestamp,current_task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-25 06:47:27,0,39,1.0,0.9437111498658521,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9437111498658521,1.0
2025-12-25 06:48:45,1,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8558897243107769,0.8906675050829517,1.0
2025-12-25 06:50:02,2,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.782954260651629,0.8777659604712585,1.0
2025-12-25 06:51:42,3,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8257790983779674,0.8936970615809373,1.0
2025-12-25 06:53:17,4,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8467052114754832,0.8982437141167935,1.0
2025-12-25 06:55:38,5,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8229091048009979,0.8949926727838049,1.0
2025-12-25 06:56:39,6,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.806144312051649,0.8449447777708992,0.9761904761904762
2025-12-25 06:58:18,7,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,0.8558162267839686,0.8526876004248902,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.812353301393189,0.8459126306026479,0.9791666666666667
2025-12-25 07:00:34,8,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,0.8558162267839686,0.8526876004248902,1.0,0.12338593974175037,0.4881948082753142,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.7358013723208069,0.8061662058996109,0.9814814814814815
2025-12-25 07:02:39,9,39,1.0,0.9437111498658521,1.0,0.7117794486215538,0.8376238603000512,1.0,0.6370833333333333,0.8519628712478722,1.0,0.9542536115569822,0.9414903649099736,1.0,0.9304096638655461,0.9164303242602183,1.0,0.7039285714285715,0.8787374661188615,1.0,0.7055555555555556,0.5446574076934647,0.8333333333333334,0.8558162267839686,0.8526876004248902,1.0,0.12338593974175037,0.4881948082753142,1.0,0.9052631578947369,0.853800460803721,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.7527475508781999,0.8109296313900218,0.9833333333333334
