Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9807,1.0000,0.6584
1,cable,100.00,0.9914,0.9768,0.9954,0.6301
2,capsule,100.00,0.9669,0.9865,0.9924,0.3870
3,carpet,100.00,0.9948,0.9883,0.9985,0.5672
4,grid,100.00,0.9866,0.9761,0.9952,0.2382
5,hazelnut,100.00,1.0000,0.9854,1.0000,0.5423
6,leather,100.00,1.0000,0.9907,1.0000,0.3719
7,metal_nut,100.00,1.0000,0.9747,1.0000,0.8003
8,pill,100.00,0.9905,0.9890,0.9984,0.8030
9,screw,100.00,0.9365,0.9840,0.9756,0.2141
10,tile,100.00,1.0000,0.9609,1.0000,0.6095
11,toothbrush,100.00,0.9083,0.9833,0.9608,0.5180
12,transistor,100.00,0.9929,0.9666,0.9886,0.6439
13,wood,100.00,0.9904,0.9362,0.9970,0.4194
14,zipper,100.00,0.9908,0.9746,0.9977,0.3257
Mean,Overall,100.00,0.9833*,0.9769*,0.9933*,0.5153*
