timestamp,task_id,epoch,bracket_black_img_auc,bracket_black_pixel_auc,bracket_black_routing_acc,bracket_brown_img_auc,bracket_brown_pixel_auc,bracket_brown_routing_acc,bracket_white_img_auc,bracket_white_pixel_auc,bracket_white_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 19:38:14,2,59,0.742686170212766,0.9361693811699359,1.0,1.0,0.8465609066461415,0.987012987012987,0.7844444444444444,0.9249948214750995,0.9,0.8423768715524035,0.9025750364303923,0.9623376623376623
