timestamp,task_id,epoch,bracket_black_img_auc,bracket_black_pixel_auc,bracket_black_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 19:31:57,0,59,0.742686170212766,0.9361693811699359,1.0,0.742686170212766,0.9361693811699359,1.0
