timestamp,task_id,epoch,bracket_black_img_auc,bracket_black_pixel_auc,bracket_black_routing_acc,bracket_brown_img_auc,bracket_brown_pixel_auc,bracket_brown_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-31 19:35:49,1,59,0.742686170212766,0.9361693811699359,1.0,1.0,0.8465609066461415,0.987012987012987,0.871343085106383,0.8913651439080387,0.9935064935064934
