timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-13 15:39:10,13,59,1.0,0.971806684794028,1.0,0.9508995502248876,0.9711184565974273,1.0,0.8994814519345832,0.9861567711868875,1.0,0.9923756019261638,0.983322032429956,1.0,0.9966583124477861,0.9731327237910089,1.0,0.9978571428571429,0.9812987657043244,1.0,1.0,0.9854773958286909,1.0,0.9975562072336266,0.9864897534163529,1.0,0.9530823786142935,0.9880977991975997,1.0,0.7368313178930108,0.9725725789013651,1.0,1.0,0.9578520420135704,1.0,0.8611111111111112,0.9778131235596957,1.0,0.9970833333333333,0.9607725154526405,1.0,0.9903508771929824,0.9222618869166674,1.0,0.9552348060549228,0.9727266092707296,1.0
