Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9695,1.0000,0.1515
1,grid,100.00,0.7410,0.8628,0.8545,0.0722
2,transistor,100.00,0.7158,0.8946,0.6375,0.3754
3,screw,100.00,0.4237,0.9008,0.7112,0.0140
Mean,Overall,100.00,0.7201*,0.9069*,0.8008*,0.1533*
