timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 17:25:22,2,39,1.0,0.9695338327395252,1.0,0.7410192147034252,0.8627574425262858,1.0,0.7158333333333333,0.8946006006215131,1.0,0.8189508493455863,0.9089639586291081,1.0
