Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9841,1.0000,0.7237
1,cable,100.00,0.9893,0.9757,0.9940,0.6047
2,capsule,100.00,0.9657,0.9866,0.9920,0.3965
3,carpet,100.00,0.9972,0.9891,0.9991,0.5886
4,grid,100.00,0.9908,0.9763,0.9968,0.2553
5,hazelnut,100.00,1.0000,0.9864,1.0000,0.5625
6,leather,100.00,1.0000,0.9933,1.0000,0.4524
7,metal_nut,100.00,1.0000,0.9709,1.0000,0.7490
8,pill,100.00,0.9905,0.9889,0.9984,0.7894
9,screw,100.00,0.9186,0.9827,0.9671,0.2269
10,tile,100.00,1.0000,0.9648,1.0000,0.6101
11,toothbrush,100.00,0.9167,0.9852,0.9638,0.5570
12,transistor,100.00,0.9917,0.9710,0.9850,0.6550
13,wood,100.00,0.9816,0.9404,0.9938,0.4582
14,zipper,100.00,0.9916,0.9764,0.9979,0.3677
Mean,Overall,100.00,0.9822*,0.9781*,0.9925*,0.5331*
