Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9798,1.0000,0.6456
1,cable,100.00,0.9901,0.9749,0.9947,0.6439
2,capsule,100.00,0.9641,0.9870,0.9913,0.4007
3,carpet,100.00,0.9936,0.9874,0.9982,0.5572
4,grid,100.00,0.9925,0.9745,0.9974,0.2320
5,hazelnut,100.00,0.9996,0.9859,0.9998,0.5450
6,leather,100.00,1.0000,0.9899,1.0000,0.3409
7,metal_nut,100.00,1.0000,0.9766,1.0000,0.8147
8,pill,100.00,0.9866,0.9889,0.9977,0.8056
9,screw,100.00,0.9188,0.9824,0.9684,0.2089
10,tile,100.00,1.0000,0.9650,1.0000,0.7105
11,toothbrush,100.00,0.9167,0.9843,0.9645,0.5168
12,transistor,100.00,0.9954,0.9625,0.9923,0.6422
13,wood,100.00,0.9877,0.9344,0.9961,0.4123
14,zipper,100.00,0.9945,0.9762,0.9986,0.3547
Mean,Overall,100.00,0.9826*,0.9767*,0.9933*,0.5221*
