Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9777,1.0000,0.6059
1,cable,100.00,0.9914,0.9757,0.9954,0.6517
2,capsule,100.00,0.9565,0.9869,0.9899,0.3858
3,carpet,100.00,0.9912,0.9864,0.9975,0.5428
4,grid,100.00,0.9850,0.9742,0.9950,0.2204
5,hazelnut,100.00,1.0000,0.9857,1.0000,0.5341
6,leather,100.00,1.0000,0.9882,1.0000,0.3136
7,metal_nut,100.00,1.0000,0.9791,1.0000,0.8218
8,pill,100.00,0.9820,0.9880,0.9969,0.8034
9,screw,100.00,0.9149,0.9840,0.9675,0.2186
10,tile,100.00,1.0000,0.9621,1.0000,0.6827
11,toothbrush,100.00,0.9222,0.9834,0.9670,0.4886
12,transistor,100.00,1.0000,0.9578,1.0000,0.6378
13,wood,100.00,0.9912,0.9303,0.9973,0.3816
14,zipper,100.00,0.9911,0.9755,0.9977,0.3405
Mean,Overall,100.00,0.9817*,0.9757*,0.9936*,0.5086*
