Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,leather,100.00,1.0000,0.9719,1.0000,0.1840
1,grid,100.00,0.8630,0.9175,0.9500,0.1712
2,transistor,100.00,0.7687,0.9208,0.7435,0.5028
Mean,Overall,100.00,0.8772*,0.9367*,0.8978*,0.2860*
