timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 17:22:20,1,39,0.9976222826086957,0.9688688501085725,1.0,0.672514619883041,0.8649929691366047,1.0,0.8350684512458684,0.9169309096225886,1.0
