timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-29 17:26:19,3,39,0.9976222826086957,0.9688688501085725,1.0,0.672514619883041,0.8649929691366047,1.0,0.7133333333333334,0.8971869558401881,1.0,0.04488624718179956,0.9011316995212713,1.0,0.6070891207517174,0.9080451186516592,1.0
