timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-24 12:56:57,1,39,1.0,0.9481139173310291,-1.0,0.8295739348370927,0.9288655696993333,-1.0,0.9147869674185464,0.9384897435151812,-1.0
