task_id,epoch,stage,loss,ewc_loss,learning_rate,class_name,img_auc,pixel_auc,img_ap,pixel_ap,routing_accuracy
1,5.0,FAST,-34507.19152832031,0.0,9.75772975566101e-05,,,,,,
1,6.0,FAST,-37057.83056640625,0.0,9.623203685930868e-05,,,,,,
1,7.0,FAST,-39230.57470703125,0.0,9.46048229473242e-05,,,,,,
1,8.0,FAST,-41075.8740234375,0.0,9.270568813552755e-05,,,,,,
1,9.0,FAST,-42765.66845703125,0.0,9.054634122155989e-05,,,,,,
1,10.0,FAST,-44405.52099609375,0.0,8.814009529720152e-05,,,,,,
1,11.0,FAST,-45712.6318359375,0.0,8.550178566873408e-05,,,,,,
1,12.0,FAST,-46960.306884765625,0.0,8.264767839234409e-05,,,,,,
1,13.0,FAST,-48157.99072265625,0.0,7.959536998847741e-05,,,,,,
1,14.0,FAST,-49090.9501953125,0.0,7.636367895343945e-05,,,,,,
1,15.0,FAST,-49834.41357421875,0.0,7.297252973710755e-05,,,,,,
1,16.0,FAST,-50632.533203125,0.0,6.944282990207194e-05,,,,,,
1,17.0,FAST,-51276.705322265625,0.0,6.57963412215599e-05,,,,,,
1,18.0,FAST,-51920.271728515625,0.0,6.205554551086731e-05,,,,,,
1,19.0,FAST,-52459.639892578125,0.0,5.824350601949142e-05,,,,,,
1,20.0,FAST,-52909.34228515625,0.0,5.438372523852832e-05,,,,,,
1,21.0,FAST,-53446.18505859375,0.0,5.0499999999999994e-05,,,,,,
1,22.0,FAST,-53931.95361328125,0.0,4.6616274761471674e-05,,,,,,
1,23.0,FAST,-54289.95751953125,0.0,4.275649398050858e-05,,,,,,
1,24.0,FAST,-54727.060302734375,0.0,3.894445448913268e-05,,,,,,
1,25.0,FAST,-55133.281982421875,0.0,3.52036587784401e-05,,,,,,
1,26.0,FAST,-55534.7177734375,0.0,3.155717009792805e-05,,,,,,
1,27.0,FAST,-55800.33642578125,0.0,2.802747026289243e-05,,,,,,
1,28.0,FAST,-56119.2158203125,0.0,2.463632104656053e-05,,,,,,
1,29.0,FAST,-56406.745849609375,0.0,2.1404630011522583e-05,,,,,,
1,30.0,FAST,-56562.0966796875,0.0,1.835232160765591e-05,,,,,,
1,31.0,FAST,-56708.514892578125,0.0,1.5498214331265897e-05,,,,,,
1,32.0,FAST,-56824.56982421875,0.0,1.2859904702798466e-05,,,,,,
1,33.0,FAST,-57074.917236328125,0.0,1.0453658778440104e-05,,,,,,
1,34.0,FAST,-57097.937255859375,0.0,8.294311864472434e-06,,,,,,
1,35.0,FAST,-57150.009521484375,0.0,6.395177052675791e-06,,,,,,
1,36.0,FAST,-57311.04248046875,0.0,4.767963140691304e-06,,,,,,
1,37.0,FAST,-57280.562255859375,0.0,3.4227024433898985e-06,,,,,,
1,38.0,FAST,-57344.1904296875,0.0,2.3676889403150093e-06,,,,,,
1,39.0,FAST,-57332.833740234375,0.0,1.6094271405406855e-06,,,,,,
2,0.0,FAST,77305.30168269231,0.0,5e-05,,,,,,
2,1.0,FAST,11749.82354266827,0.0,0.0001,,,,,,
2,2.0,FAST,-12035.974459134615,0.0,9.984740801978984e-05,,,,,,
2,3.0,FAST,-15589.671349158654,0.0,9.939057285945931e-05,,,,,,
2,4.0,FAST,-17844.76337139423,0.0,9.863231105968498e-05,,,,,,
2,5.0,FAST,-20231.37800480769,0.0,9.75772975566101e-05,,,,,,
2,6.0,FAST,-22762.003155048078,0.0,9.623203685930868e-05,,,,,,
2,7.0,FAST,-25398.274639423078,0.0,9.46048229473242e-05,,,,,,
2,8.0,FAST,-28134.681790865383,0.0,9.270568813552755e-05,,,,,,
2,9.0,FAST,-30785.106971153848,0.0,9.054634122155989e-05,,,,,,
2,10.0,FAST,-33118.495793269234,0.0,8.814009529720152e-05,,,,,,
2,11.0,FAST,-35129.390324519234,0.0,8.550178566873408e-05,,,,,,
2,12.0,FAST,-36870.112379807695,0.0,8.264767839234409e-05,,,,,,
2,13.0,FAST,-38515.56370192308,0.0,7.959536998847741e-05,,,,,,
2,14.0,FAST,-39987.060997596156,0.0,7.636367895343945e-05,,,,,,
2,15.0,FAST,-41249.11448317308,0.0,7.297252973710755e-05,,,,,,
2,16.0,FAST,-42365.93419471154,0.0,6.944282990207194e-05,,,,,,
2,17.0,FAST,-43230.461838942305,0.0,6.57963412215599e-05,,,,,,
2,18.0,FAST,-44055.03695913462,0.0,6.205554551086731e-05,,,,,,
2,19.0,FAST,-44688.94651442308,0.0,5.824350601949142e-05,,,,,,
2,20.0,FAST,-45295.40685096154,0.0,5.438372523852832e-05,,,,,,
2,21.0,FAST,-45827.106971153844,0.0,5.0499999999999994e-05,,,,,,
2,22.0,FAST,-46329.828425480766,0.0,4.6616274761471674e-05,,,,,,
2,23.0,FAST,-46815.28786057692,0.0,4.275649398050858e-05,,,,,,
2,24.0,FAST,-47180.21424278846,0.0,3.894445448913268e-05,,,,,,
2,25.0,FAST,-47466.03635817308,0.0,3.52036587784401e-05,,,,,,
2,26.0,FAST,-47791.09765625,0.0,3.155717009792805e-05,,,,,,
2,27.0,FAST,-48006.243088942305,0.0,2.802747026289243e-05,,,,,,
2,28.0,FAST,-48288.61057692308,0.0,2.463632104656053e-05,,,,,,
2,29.0,FAST,-48547.919471153844,0.0,2.1404630011522583e-05,,,,,,
2,30.0,FAST,-48731.914963942305,0.0,1.835232160765591e-05,,,,,,
2,31.0,FAST,-48910.32872596154,0.0,1.5498214331265897e-05,,,,,,
2,32.0,FAST,-48988.312199519234,0.0,1.2859904702798466e-05,,,,,,
2,33.0,FAST,-49180.06971153846,0.0,1.0453658778440104e-05,,,,,,
2,34.0,FAST,-49286.553185096156,0.0,8.294311864472434e-06,,,,,,
2,35.0,FAST,-49326.968449519234,0.0,6.395177052675791e-06,,,,,,
2,36.0,FAST,-49373.535456730766,0.0,4.767963140691304e-06,,,,,,
2,37.0,FAST,-49476.35757211538,0.0,3.4227024433898985e-06,,,,,,
2,38.0,FAST,-49491.048377403844,0.0,2.3676889403150093e-06,,,,,,
2,39.0,FAST,-49522.78335336538,0.0,1.6094271405406855e-06,,,,,,
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,-1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,-1.0
-1,,,,,,Overall_Average,1.0,0.9481139173310291,0.0,0.0,-1.0
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,-1.0
1,,,,,,grid,0.8295739348370927,0.9288655696993333,0.0,0.0,-1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,-1.0
1,,,,,,Task_1_Average,0.8295739348370927,0.9288655696993333,0.0,0.0,-1.0
-1,,,,,,Overall_Average,0.9147869674185464,0.9384897435151812,0.0,0.0,-1.0
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,-1.0
1,,,,,,grid,0.8295739348370927,0.9288655696993333,0.0,0.0,-1.0
2,,,,,,transistor,0.6516666666666666,0.7243427816055173,0.0,0.0,-1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,-1.0
1,,,,,,Task_1_Average,0.8295739348370927,0.9288655696993333,0.0,0.0,-1.0
2,,,,,,Task_2_Average,0.6516666666666666,0.7243427816055173,0.0,0.0,-1.0
-1,,,,,,Overall_Average,0.8270802005012531,0.8671074228786266,0.0,0.0,-1.0
