timestamp,task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-12 18:35:41,4,59,0.6511904761904762,0.2112452171064234,1.0,0.5725262368815592,0.4647591340110591,1.0,0.5548464299960112,0.9020179047361091,1.0,0.9598715890850722,0.9746573435098854,1.0,0.8111946532999165,0.9098009277614194,1.0,0.7099258770906071,0.6924961054249793,1.0
