class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,0.6511904761904762,0.2112452171064234,False,1.0
cable,1,0.5725262368815592,0.4647591340110591,False,1.0
capsule,2,0.5548464299960112,0.9020179047361091,False,1.0
carpet,3,0.9598715890850722,0.9746573435098854,False,1.0
grid,4,0.8111946532999165,0.9098009277614194,True,1.0
Average,,0.7099258770906071,0.6924961054249793,,1.0
Task_0_Average,0,0.6511904761904762,0.2112452171064234,,1.0
Task_1_Average,1,0.5725262368815592,0.4647591340110591,,1.0
Task_2_Average,2,0.5548464299960112,0.9020179047361091,,1.0
Task_3_Average,3,0.9598715890850722,0.9746573435098854,,1.0
Task_4_Average,4,0.8111946532999165,0.9098009277614194,,1.0
