timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 11:19:14,10,79,0.8298000000000001,0.9744987656118274,1.0,0.6836666666666666,0.9591062364944144,1.0,0.8276,0.9799134540670822,1.0,0.8458000000000001,0.9861006709396105,1.0,0.9516,0.9250831736081693,1.0,0.7391,0.9793348656516321,1.0,0.6872,0.9172072231511507,1.0,0.8304,0.9886002147652734,1.0,0.7546999999999999,0.9586773049217977,1.0,0.7851485148514851,0.9807561012736755,1.0,0.9426732673267327,0.968160425397581,1.0,0.8070625862586259,0.9652216759892922,1.0
