Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,candle,100.00,0.8298,0.9745,0.7794,0.1804
1,capsules,100.00,0.6837,0.9591,0.7820,0.1809
2,cashew,100.00,0.8276,0.9799,0.9092,0.3855
3,chewinggum,100.00,0.8458,0.9861,0.8917,0.4710
4,fryum,100.00,0.9516,0.9251,0.9772,0.4326
5,macaroni1,100.00,0.7391,0.9793,0.6819,0.0615
6,macaroni2,100.00,0.6872,0.9172,0.6622,0.0082
7,pcb1,100.00,0.8304,0.9886,0.7746,0.4127
8,pcb2,100.00,0.7547,0.9587,0.7464,0.0900
9,pcb3,100.00,0.7851,0.9808,0.7885,0.2406
10,pcb4,100.00,0.9427,0.9682,0.8811,0.2243
11,pipe_fryum,100.00,0.9196,0.9858,0.9484,0.4890
Mean,Overall,100.00,0.8164*,0.9669*,0.8185*,0.2647*
