Task ID,Class Name,Routing Acc (%),Image AUC,Pixel AUC,Image AP,Pixel AP
0,bottle,100.00,1.0000,0.9738,1.0000,0.5591
1,cable,100.00,0.9889,0.9772,0.9948,0.6584
2,capsule,100.00,0.9741,0.9853,0.9945,0.3637
3,carpet,100.00,0.9864,0.9851,0.9961,0.5509
4,grid,100.00,1.0000,0.9782,1.0000,0.2329
5,hazelnut,100.00,0.9993,0.9864,0.9996,0.5699
6,leather,100.00,1.0000,0.9861,1.0000,0.2839
7,metal_nut,100.00,1.0000,0.9839,1.0000,0.8557
8,pill,100.00,0.9918,0.9896,0.9986,0.8178
9,screw,100.00,0.9297,0.9843,0.9731,0.2272
10,tile,100.00,1.0000,0.9627,1.0000,0.6593
11,toothbrush,100.00,0.8972,0.9830,0.9525,0.5099
12,transistor,100.00,0.9958,0.9744,0.9933,0.6837
13,wood,100.00,0.9895,0.9248,0.9966,0.3784
14,zipper,100.00,0.9908,0.9750,0.9975,0.3084
Mean,Overall,100.00,0.9829*,0.9766*,0.9931*,0.5106*
