timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 01:54:49,0,119,0.8995,0.8932948262154109,1.0,0.8995,0.8932948262154109,1.0
