timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 07:56:21,10,119,0.8995,0.8932948262154109,1.0,0.8674999999999999,0.9671931741319474,1.0,0.9743999999999999,0.980380064529823,1.0,0.9374,0.947070487235006,0.9933333333333333,0.9344,0.9368306875457887,1.0,0.8795999999999999,0.9241894513248651,1.0,0.6992,0.8088701393659712,1.0,0.9539,0.9843689681376236,1.0,0.9165,0.9608423596521728,1.0,0.8775247524752475,0.9511101265129123,1.0,0.972970297029703,0.9495941932625914,1.0,0.9011722772277228,0.9367040434467374,0.9993939393939393
