timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 11:08:27,6,79,0.8998,0.889819191919229,1.0,0.8758333333333332,0.9647082092287789,1.0,0.9742,0.9803497408775851,1.0,0.9333999999999999,0.9491648677259665,1.0,0.9412,0.9369323191794844,1.0,0.8791,0.9187997491248103,1.0,0.6899,0.8176934326172178,1.0,0.8847761904761905,0.9224953586675816,1.0
