timestamp,task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-04 10:20:19,1,79,0.8998,0.889819191919229,1.0,0.8758333333333332,0.9647082092287789,1.0,0.8878166666666667,0.9272637005740039,1.0
