timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:08:50,11,39,1.0,0.972206390690341,1.0,0.8437761069340016,0.9079782500172725,1.0,0.7729166666666667,0.9261653940228568,1.0,0.9678972712680578,0.965121016372802,1.0,0.9353991596638656,0.8532034386935328,1.0,0.9521428571428572,0.9680867073273829,1.0,0.775,0.945774667080585,0.9761904761904762,0.944770283479961,0.9776049046236196,1.0,0.4201680672268908,0.8563528556121679,1.0,0.9789473684210526,0.8950205035198979,1.0,1.0,0.882970247897565,1.0,0.6713203031511767,0.9386566508770888,1.0,0.8551948403295442,0.9240950855612594,0.998015873015873
