timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:06:13,10,39,1.0,0.9722004476494983,1.0,0.8446115288220551,0.9079805419520229,1.0,0.7729166666666667,0.9262167409184754,1.0,0.9678972712680578,0.9651153796523516,1.0,0.9351365546218487,0.8532668936350662,1.0,0.9514285714285714,0.9681132851171883,1.0,0.775,0.945733746258559,0.9761904761904762,0.9452590420332356,0.9775560788726401,1.0,0.4203730272596843,0.8564148260735359,1.0,0.9789473684210526,0.8949120371681359,1.0,1.0,0.8830040802649554,1.0,0.8719609118655611,0.9227740052329483,0.9978354978354979
