timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:14:50,13,39,1.0,0.9722304459119954,1.0,0.8429406850459483,0.9079818979617378,1.0,0.7725,0.9260154084666913,1.0,0.968298555377207,0.9651564437805301,1.0,0.9353991596638656,0.853076593510679,1.0,0.9525,0.96803810162682,1.0,0.775,0.9458085752411111,0.9761904761904762,0.9442815249266862,0.9776899145768853,1.0,0.4209879073580652,0.8563136599018952,1.0,0.9789473684210526,0.8952605252891485,1.0,1.0,0.882871010749277,1.0,0.6697247706422018,0.9386149020461964,1.0,0.8196944899072558,0.9512136376453783,0.9880239520958084,0.8755622188905547,0.9099655631397351,1.0,0.8539883343023454,0.9250169057034343,0.9974438877347346
