timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:56:00,6,39,1.0,0.9721312921575912,1.0,0.8454469507101087,0.9080104655684601,1.0,0.77375,0.9266846914259563,1.0,0.9674959871589085,0.9649874202324559,1.0,0.9353991596638656,0.8542693080571545,1.0,0.9507142857142857,0.9682247884068962,1.0,0.7777777777777778,0.9456755225482211,0.9761904761904762,0.8929405944321351,0.934283355485248,0.9965986394557823
