timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:51:41,4,39,1.0,0.9720914457400053,1.0,0.8454469507101087,0.9080347057027979,1.0,0.7729166666666666,0.9268726725740202,1.0,0.9678972712680578,0.9649617363751335,1.0,0.9353991596638656,0.8548402246997142,1.0,0.9043320096617398,0.9253601570183342,1.0
