timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:03:39,9,39,1.0,0.9721919477676069,1.0,0.8454469507101087,0.907991961536699,1.0,0.7733333333333333,0.9263035963864145,1.0,0.9678972712680578,0.9650723571433938,1.0,0.9356617647058824,0.8533932106026184,1.0,0.9507142857142857,0.968127408859587,1.0,0.775,0.9456542600832569,0.9761904761904762,0.9452590420332355,0.9774847087361642,1.0,0.4201680672268907,0.8564929228940702,1.0,0.9789473684210526,0.8947586435407531,1.0,0.8592428083412849,0.9267471017550564,0.9976190476190476
