timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:11:51,12,39,1.0,0.9722182738443282,1.0,0.8429406850459482,0.9079782625629295,1.0,0.7729166666666667,0.9261089920465368,1.0,0.9678972712680578,0.9651411735327201,1.0,0.9351365546218487,0.8531550552754261,1.0,0.9525,0.9680707719452077,1.0,0.775,0.945762478193043,0.9761904761904762,0.9447702834799608,0.977605700762159,1.0,0.41996310719409713,0.856336328029784,1.0,0.9789473684210526,0.8950977119141382,1.0,1.0,0.8829169875632392,1.0,0.6705225368966893,0.9386382869767704,1.0,0.8188761593016911,0.951097118762046,0.9880239520958084,0.8522669717612317,0.9261636262621791,0.9972472637143296
