timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 15:01:02,8,39,1.0,0.9721591556287922,1.0,0.8446115288220551,0.9079838031385878,1.0,0.7729166666666667,0.9264418501247877,1.0,0.9674959871589085,0.9650310668895332,1.0,0.9359243697478992,0.8536936824138124,1.0,0.9510714285714286,0.9681369154278789,1.0,0.775,0.9455667816567223,0.9761904761904762,0.9462365591397849,0.9774029270484178,1.0,0.42016806722689076,0.8565619926771442,1.0,0.845936067481515,0.9303309083339641,0.9973544973544973
