timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:54:50,5,39,1.0,0.9721332639302402,1.0,0.8454469507101087,0.9080003086899254,1.0,0.77375,0.9267055550857713,1.0,0.9674959871589085,0.9649883394076838,1.0,0.9353991596638656,0.8543184648597316,1.0,0.9507142857142857,0.9682393414019056,1.0,0.9121343972078614,0.932397545562543,1.0
