timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:58:04,7,39,1.0,0.9721392916597664,1.0,0.8454469507101087,0.9079941733740814,1.0,0.7733333333333334,0.9265766126479458,1.0,0.9674959871589085,0.9650094989139625,1.0,0.9359243697478992,0.854034839623911,1.0,0.9507142857142857,0.9681800831873237,1.0,0.775,0.9456245524043385,0.9761904761904762,0.946236559139785,0.9774034423197933,1.0,0.8992689357255401,0.9396203117663904,0.9970238095238095
