timestamp,task_id,epoch,leather_img_auc,leather_pixel_auc,leather_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2025-12-27 14:49:38,3,39,1.0,0.9720822473734937,1.0,0.8462823725981622,0.9080459128239182,1.0,0.7729166666666666,0.9269502595022662,1.0,0.9678972712680578,0.964942918906725,1.0,0.8967740776332216,0.9430053346516007,1.0
